codigo_imovel,endereco,bairro,tipo_imovel,area_total,quartos,banheiros,vagas_garagem,ano_construcao,preco
5578,"Rua A, 63",Bairro Novo,Casa,246.24,1,3,2,2015,965058.97
3914,"Rua A, 62",Vila,Apartamento,108.16,2,3,1,1984,995418.19
4250,"Rua B, 74",Bairro Novo,Apartamento,211.16,3,3,2,1986,714800.91
2330,"Rua A, 77",Bairro Novo,Apartamento,72.12,1,2,1,1990,529834.5
8701,"Rua C, 93",Centro,Casa,281.74,2,3,0,2001,385842.86
4694,"Rua A, 51",Vila,Casa,289.81,3,3,2,1971,236499.62
9938,"Rua A, 53",Centro,Sobrado,74.13,1,1,0,1958,764826.37
4105,"Rua C, 73",Centro,Casa,214.91,3,2,0,1994,901947.92
9965,"Rua B, 21",Vila,Casa,216.01,4,1,0,1982,283017.96
2111,"Rua C, 44",Vila,Apartamento,187.6,5,1,0,1951,467674.67
4827,"Rua B, 48",Bairro Novo,Casa,125.45,3,3,2,1999,578890.69
4202,"Rua B, 83",Centro,Sobrado,264.25,3,2,0,1996,397674.67
7762,"Rua B, 2",Centro,Apartamento,134.06,5,2,0,2013,310653.88
8230,"Rua B, 84",Vila,Sobrado,202.1,3,2,0,2018,857589.66
6439,"Rua B, 5",Vila,Apartamento,265.07,2,3,1,1975,190894.62
2768,"Rua B, 98",Centro,Apartamento,196.43,3,2,0,1950,569105.24
5638,"Rua C, 94",Bairro Novo,Casa,228.67,3,3,0,1959,555086.51
1237,"Rua B, 83",Bairro Novo,Sobrado,259.63,5,2,0,2017,725698.47
3909,"Rua C, 72",Bairro Novo,Casa,61.24,2,2,0,2002,631186.24
1022,"Rua A, 30",Bairro Novo,Sobrado,174.27,3,1,1,1991,852748.76
3536,"Rua C, 64",Vila,Sobrado,192.03,1,2,0,1976,759352.77
6221,"Rua C, 40",Centro,Casa,52.13,1,2,2,1995,556364.43
4878,"Rua C, 60",Bairro Novo,Sobrado,213.38,3,1,0,1977,968023.95
1406,"Rua B, 47",Centro,Casa,81.91,2,1,0,1998,479227.86
1389,"Rua B, 24",Bairro Novo,Apartamento,278.95,1,1,1,2005,103017.05
3852,"Rua B, 39",Centro,Sobrado,93.39,2,2,0,2010,503952.65
5971,"Rua C, 59",Centro,Sobrado,152.66,3,3,0,1968,847815.19
5199,"Rua A, 77",Bairro Novo,Sobrado,115.44,4,2,0,1960,109342.08
4005,"Rua A, 14",Centro,Sobrado,218.39,3,1,0,1990,339937.8
6839,"Rua A, 10",Bairro Novo,Casa,55.41,5,1,1,1968,986595.53
8611,"Rua C, 40",Vila,Sobrado,228.12,5,2,2,1994,617046.49
9641,"Rua A, 66",Centro,Sobrado,249.28,4,3,2,1990,942798.52
9251,"Rua C, 95",Bairro Novo,Sobrado,186.6,4,2,2,1995,325921.73
9144,"Rua B, 57",Centro,Casa,158.39,5,2,2,1977,718095.68
6718,"Rua B, 39",Bairro Novo,Casa,244.46,4,3,1,1973,931705.42
5218,"Rua B, 16",Bairro Novo,Sobrado,183.81,1,2,1,2013,148379.88
4820,"Rua C, 77",Bairro Novo,Casa,289.93,5,1,0,1992,824130.43
3532,"Rua A, 59",Bairro Novo,Casa,259.26,5,1,0,1999,416155.55
3177,"Rua A, 50",Centro,Sobrado,184.05,5,2,2,2017,719132.22
7103,"Rua B, 33",Centro,Casa,201.97,4,2,1,2016,169452.52
6689,"Rua C, 60",Bairro Novo,Apartamento,252.37,4,2,0,2001,847069.22
7309,"Rua A, 11",Vila,Sobrado,212.43,1,3,1,1984,383541.27
3380,"Rua A, 96",Centro,Sobrado,202.0,3,1,2,1990,881562.34
2947,"Rua B, 28",Centro,Sobrado,123.24,2,1,1,1970,736574.16
6395,"Rua C, 53",Vila,Sobrado,74.42,1,3,1,1986,234457.15
8796,"Rua B, 31",Bairro Novo,Casa,276.71,1,2,1,1977,271714.67
1005,"Rua B, 24",Centro,Apartamento,68.09,3,3,0,1969,308608.02
7136,"Rua B, 90",Bairro Novo,Apartamento,159.36,4,1,1,1952,716260.39
4255,"Rua B, 41",Vila,Sobrado,239.98,1,1,1,2016,934270.47
4856,"Rua C, 88",Bairro Novo,Casa,233.61,5,3,2,1989,751140.52
8973,"Rua B, 22",Vila,Apartamento,213.65,2,3,1,2014,108146.96
1332,"Rua B, 1",Bairro Novo,Apartamento,185.65,2,2,1,1955,556717.63
2839,"Rua B, 48",Vila,Casa,112.5,4,1,0,2016,838688.51
6260,"Rua C, 41",Bairro Novo,Apartamento,67.29,1,1,2,2009,971392.55
8529,"Rua A, 43",Bairro Novo,Sobrado,99.33,2,1,2,1989,434199.48
3527,"Rua C, 77",Centro,Casa,118.78,3,1,1,2006,484236.75
5044,"Rua B, 93",Bairro Novo,Casa,218.35,4,2,1,1987,350566.12
8761,"Rua C, 6",Vila,Sobrado,220.58,2,1,1,1982,666559.76
5262,"Rua A, 67",Centro,Casa,132.28,2,2,0,1998,437078.38
2168,"Rua B, 39",Centro,Sobrado,266.56,4,1,0,1986,118640.92
9564,"Rua B, 10",Bairro Novo,Apartamento,75.02,5,2,0,1985,659378.34
6486,"Rua B, 59",Bairro Novo,Casa,133.07,1,3,0,2003,886299.35
6196,"Rua A, 48",Vila,Casa,142.07,5,1,0,2012,220568.04
8422,"Rua C, 100",Bairro Novo,Apartamento,262.79,5,1,0,1953,308458.5
2156,"Rua A, 57",Bairro Novo,Sobrado,193.53,3,3,2,1994,747563.82
7279,"Rua A, 53",Bairro Novo,Sobrado,90.32,3,1,0,1956,784532.74
6946,"Rua A, 8",Bairro Novo,Apartamento,185.47,4,2,2,2019,754092.04
1755,"Rua C, 41",Centro,Sobrado,203.9,1,3,2,2016,759494.38
2739,"Rua C, 99",Vila,Apartamento,88.74,1,1,0,1970,777147.82
4829,"Rua B, 80",Vila,Apartamento,252.12,4,3,2,1983,631834.06
8758,"Rua C, 37",Bairro Novo,Sobrado,299.24,3,3,2,1963,801635.68
3634,"Rua A, 83",Vila,Casa,92.6,4,1,0,1991,662302.65
5582,"Rua B, 16",Vila,Sobrado,164.55,1,1,1,1957,202213.09
9025,"Rua B, 85",Centro,Sobrado,127.78,1,2,0,1971,285757.6
1011,"Rua C, 74",Centro,Sobrado,212.84,4,2,1,1983,163946.25
5430,"Rua A, 84",Centro,Casa,137.12,2,3,1,1955,868492.68
7818,"Rua C, 92",Bairro Novo,Apartamento,282.88,5,1,2,1975,798148.71
8134,"Rua C, 39",Bairro Novo,Sobrado,256.27,2,3,0,1970,699961.59
5973,"Rua C, 61",Vila,Casa,288.22,4,2,1,1970,945928.63
1915,"Rua C, 67",Vila,Apartamento,162.31,2,3,0,2010,242742.06
8235,"Rua B, 91",Centro,Apartamento,291.79,2,1,0,1951,480491.28
7065,"Rua B, 75",Centro,Sobrado,151.24,4,2,1,1988,389423.31
5672,"Rua A, 47",Centro,Casa,181.4,1,2,0,1984,340933.39
1733,"Rua B, 40",Vila,Casa,239.86,4,1,2,2015,574756.65
3713,"Rua C, 57",Bairro Novo,Casa,172.54,1,1,0,1959,587975.17
3157,"Rua A, 14",Vila,Casa,293.7,2,3,0,1980,776147.25
6188,"Rua C, 8",Vila,Casa,53.08,1,1,0,1985,704642.91
6256,"Rua A, 9",Bairro Novo,Sobrado,61.7,2,3,0,1975,301837.63
3744,"Rua A, 40",Bairro Novo,Sobrado,287.74,2,3,1,1972,103228.4
6157,"Rua C, 44",Centro,Apartamento,283.96,5,2,2,2012,430741.26
5515,"Rua A, 87",Centro,Sobrado,151.83,4,1,1,2004,498610.18
1242,"Rua B, 45",Vila,Casa,250.66,5,2,2,1976,891998.75
5695,"Rua B, 18",Centro,Sobrado,185.43,5,1,2,1997,359504.93
7913,"Rua A, 56",Centro,Casa,63.39,1,1,2,1998,535315.72
1045,"Rua C, 24",Vila,Apartamento,121.92,1,2,0,1976,284147.84
7234,"Rua B, 36",Bairro Novo,Casa,205.75,1,1,2,1998,330334.18
5690,"Rua A, 34",Centro,Casa,53.19,5,1,2,1961,327737.98
3572,"Rua B, 6",Bairro Novo,Sobrado,90.59,4,2,0,1984,441792.22
8295,"Rua C, 43",Bairro Novo,Sobrado,57.77,1,1,1,1978,977610.39
2769,"Rua B, 28",Centro,Casa,231.75,2,2,1,1988,562013.77
8006,"Rua C, 27",Bairro Novo,Casa,183.06,3,2,0,1980,774093.76
8838,"Rua B, 99",Centro,Casa,246.37,4,1,2,2016,317908.24
6065,"Rua C, 43",Vila,Sobrado,60.19,2,3,0,2013,228467.19
4816,"Rua A, 40",Bairro Novo,Casa,191.63,5,3,2,1994,164455.59
2434,"Rua C, 77",Vila,Casa,189.88,1,3,0,1967,265122.56
5721,"Rua C, 32",Centro,Sobrado,98.06,5,2,2,2016,432046.91
6627,"Rua A, 60",Vila,Sobrado,113.13,1,3,1,2004,727195.61
6314,"Rua A, 70",Bairro Novo,Sobrado,169.34,2,2,0,1971,291757.93
5411,"Rua C, 83",Vila,Casa,228.51,5,2,2,1971,223123.25
9632,"Rua C, 13",Vila,Apartamento,119.32,1,3,2,2019,542532.87
8735,"Rua B, 8",Vila,Sobrado,127.12,2,3,1,2005,158426.37
3819,"Rua C, 93",Centro,Sobrado,67.43,1,3,1,2015,951983.21
3982,"Rua B, 70",Bairro Novo,Apartamento,105.86,4,3,0,1991,445640.16
3094,"Rua C, 9",Centro,Apartamento,217.67,3,3,1,1970,856664.45
7365,"Rua B, 61",Vila,Casa,157.53,2,1,0,1954,109186.33
1491,"Rua C, 31",Bairro Novo,Sobrado,129.32,5,3,0,1980,711317.47
2600,"Rua A, 35",Bairro Novo,Sobrado,262.59,2,3,2,1974,306374.31
2785,"Rua B, 27",Vila,Casa,64.01,3,2,1,1951,470862.49
1807,"Rua C, 75",Bairro Novo,Sobrado,169.43,3,2,0,1955,147096.57
9129,"Rua B, 72",Vila,Apartamento,239.58,4,3,2,1983,569237.02
6646,"Rua B, 66",Centro,Casa,215.02,1,2,0,1965,722605.67
5389,"Rua C, 5",Centro,Casa,189.53,4,1,2,1981,226824.07
4927,"Rua C, 37",Vila,Apartamento,69.43,5,2,2,2002,378408.41
7234,"Rua B, 51",Bairro Novo,Casa,170.87,1,1,0,1969,420930.29
7583,"Rua B, 49",Bairro Novo,Sobrado,266.36,4,3,0,1998,404341.35
6798,"Rua A, 22",Bairro Novo,Apartamento,276.35,1,2,0,2012,230043.11
1443,"Rua B, 42",Centro,Sobrado,258.65,2,3,2,2020,122119.73
6793,"Rua B, 83",Centro,Apartamento,216.6,5,3,1,1986,434722.72
7157,"Rua A, 28",Centro,Sobrado,56.88,5,3,1,2000,753457.49
6078,"Rua A, 81",Bairro Novo,Apartamento,52.92,5,1,1,1985,729094.79
2582,"Rua B, 37",Vila,Casa,262.96,2,3,2,1973,977285.68
6138,"Rua C, 59",Centro,Apartamento,202.63,4,1,1,2005,647972.75
4239,"Rua C, 54",Centro,Apartamento,228.43,4,1,1,2009,863954.62
2038,"Rua C, 8",Centro,Casa,126.12,4,1,1,2006,949132.29
1068,"Rua A, 19",Bairro Novo,Apartamento,78.75,2,3,0,2018,211366.35
7683,"Rua B, 17",Vila,Apartamento,217.03,2,2,2,1953,925477.68
2844,"Rua A, 65",Bairro Novo,Casa,197.86,1,3,0,1964,403063.72
8983,"Rua C, 88",Centro,Apartamento,155.5,5,3,2,1954,532410.75
4344,"Rua C, 62",Centro,Sobrado,86.33,2,3,1,1994,446165.85
3381,"Rua B, 70",Centro,Sobrado,152.34,5,3,1,2003,518406.76
5254,"Rua A, 22",Vila,Apartamento,58.39,2,3,1,2008,219769.01
2388,"Rua B, 93",Bairro Novo,Apartamento,74.74,5,2,2,2017,218003.37
2860,"Rua C, 26",Vila,Sobrado,86.24,5,2,0,2004,932287.24
4700,"Rua B, 33",Vila,Casa,76.92,5,3,2,1979,981590.5
4263,"Rua C, 62",Centro,Sobrado,61.29,2,1,0,1979,983183.49
3748,"Rua A, 10",Centro,Casa,269.6,2,3,1,1972,334324.33
1633,"Rua C, 88",Centro,Sobrado,221.93,1,1,2,2006,944241.65
8639,"Rua B, 89",Vila,Apartamento,209.17,1,2,1,1955,228475.28
6504,"Rua A, 22",Bairro Novo,Apartamento,171.28,2,2,2,1973,582384.15
7668,"Rua C, 91",Bairro Novo,Casa,164.76,2,3,1,1970,277627.29
9088,"Rua B, 10",Bairro Novo,Sobrado,162.25,2,1,2,1982,996124.44
7645,"Rua B, 58",Vila,Sobrado,153.2,3,3,0,1987,661367.26
8253,"Rua C, 97",Centro,Apartamento,251.17,4,2,1,1950,620282.86
8523,"Rua C, 79",Bairro Novo,Casa,182.68,2,1,1,1975,729037.26
8375,"Rua C, 28",Bairro Novo,Sobrado,162.86,4,3,2,2007,947019.2
7647,"Rua C, 76",Vila,Sobrado,288.84,1,2,0,1996,204930.53
3202,"Rua A, 87",Centro,Apartamento,281.05,3,3,0,1991,794635.04
6532,"Rua C, 29",Centro,Apartamento,259.13,5,3,1,2014,476770.26
2472,"Rua A, 86",Bairro Novo,Sobrado,215.54,2,1,1,1980,204418.06
3439,"Rua A, 71",Vila,Casa,173.76,1,2,1,1951,520115.99
3633,"Rua B, 93",Vila,Apartamento,87.74,2,3,0,1957,347014.04
2599,"Rua C, 4",Bairro Novo,Casa,72.44,3,2,1,1985,891092.54
8594,"Rua C, 80",Bairro Novo,Casa,83.29,1,3,1,1956,873891.06
6900,"Rua A, 70",Bairro Novo,Casa,255.85,1,2,1,1995,259715.87
2152,"Rua A, 16",Centro,Apartamento,186.77,2,3,0,1994,104514.75
7259,"Rua C, 6",Centro,Sobrado,135.41,4,2,1,1963,433296.83
7458,"Rua A, 61",Centro,Sobrado,146.79,4,1,0,1983,496701.62
7649,"Rua A, 12",Vila,Casa,82.41,4,2,2,1964,351898.67
5482,"Rua A, 33",Centro,Casa,114.61,5,2,0,1974,653807.13
9732,"Rua C, 70",Centro,Sobrado,143.26,2,2,2,1965,382026.47
6549,"Rua B, 1",Centro,Casa,218.68,1,2,1,1985,503297.67
9524,"Rua B, 85",Bairro Novo,Apartamento,85.18,5,3,2,1953,759961.08
7889,"Rua C, 27",Centro,Apartamento,221.57,3,3,2,1974,928151.45
8260,"Rua B, 3",Bairro Novo,Apartamento,228.87,5,3,1,2016,250542.64
7564,"Rua C, 36",Vila,Sobrado,222.39,5,2,1,2012,327154.24
3385,"Rua B, 2",Bairro Novo,Casa,94.12,4,2,2,1993,360699.23
8965,"Rua B, 89",Centro,Sobrado,281.94,5,3,1,1957,797291.46
4469,"Rua C, 86",Centro,Sobrado,58.45,3,1,1,1963,898888.22
9122,"Rua C, 89",Centro,Apartamento,51.12,1,2,2,1961,437250.9
2297,"Rua C, 10",Vila,Casa,64.31,4,3,2,2003,539989.65
7488,"Rua A, 82",Vila,Apartamento,75.53,3,1,0,2007,899415.86
3535,"Rua B, 84",Bairro Novo,Apartamento,234.46,2,3,1,1973,845718.15
1579,"Rua C, 72",Bairro Novo,Casa,71.46,3,3,0,1994,367698.33
2564,"Rua C, 47",Centro,Sobrado,170.81,3,3,1,2009,990619.8
3903,"Rua C, 67",Centro,Casa,80.39,3,3,2,1996,710336.49
1292,"Rua A, 51",Bairro Novo,Sobrado,279.1,5,2,0,1998,308810.73
6783,"Rua B, 1",Centro,Apartamento,159.73,3,3,2,1989,591012.16
1235,"Rua B, 94",Vila,Casa,226.47,2,2,0,2009,823744.46
6721,"Rua B, 33",Centro,Casa,210.87,1,3,2,1980,765773.77
7412,"Rua A, 92",Bairro Novo,Casa,248.35,3,3,1,2016,172095.56
5235,"Rua B, 24",Bairro Novo,Casa,58.55,5,2,1,1954,796560.95
1995,"Rua C, 64",Bairro Novo,Casa,92.28,1,2,0,1982,310033.55
8332,"Rua A, 57",Vila,Sobrado,161.79,3,3,2,2019,510642.17
9551,"Rua C, 58",Vila,Casa,216.68,4,3,1,1967,340826.73
8520,"Rua B, 29",Centro,Apartamento,205.07,2,3,1,1996,514898.93
5302,"Rua A, 4",Bairro Novo,Sobrado,252.88,5,2,0,1950,776005.67
4342,"Rua A, 40",Vila,Sobrado,145.56,3,3,1,1971,298785.74
6251,"Rua C, 8",Bairro Novo,Casa,200.87,2,3,0,1964,375964.0
1795,"Rua A, 73",Centro,Casa,156.12,5,3,2,1954,997429.29
4864,"Rua C, 100",Vila,Casa,293.1,4,3,1,1994,145173.1
9638,"Rua A, 35",Centro,Apartamento,179.03,1,2,0,1994,655593.24
6422,"Rua B, 21",Vila,Apartamento,234.14,3,2,1,1974,664591.3
1002,"Rua A, 48",Centro,Sobrado,131.44,2,2,2,2020,162453.72
3475,"Rua C, 63",Bairro Novo,Apartamento,266.95,1,2,0,2005,851929.66
4648,"Rua A, 64",Centro,Casa,134.16,4,3,2,2003,259983.8
9142,"Rua B, 2",Bairro Novo,Apartamento,81.64,4,1,0,1952,145065.49
6212,"Rua A, 62",Bairro Novo,Casa,213.71,1,3,0,1977,500925.68
2346,"Rua A, 17",Centro,Sobrado,275.65,2,3,1,1989,676724.87
6229,"Rua B, 61",Centro,Casa,223.84,4,1,0,1966,455205.49
4348,"Rua A, 5",Bairro Novo,Sobrado,156.52,3,1,1,1954,544713.66
8419,"Rua A, 18",Bairro Novo,Apartamento,162.17,3,3,1,1950,493376.97
8832,"Rua B, 68",Centro,Apartamento,139.45,3,1,1,1999,916838.88
2257,"Rua C, 27",Centro,Apartamento,69.15,5,1,2,2004,633640.55
1778,"Rua B, 50",Bairro Novo,Sobrado,178.57,1,3,1,1987,708556.46
3196,"Rua C, 67",Bairro Novo,Apartamento,97.5,2,2,1,1999,919216.74
6357,"Rua C, 60",Vila,Casa,270.99,2,1,2,2001,905473.63
2923,"Rua C, 9",Centro,Casa,169.95,2,2,2,2016,165993.14
6959,"Rua A, 33",Centro,Casa,281.35,5,3,2,2016,707740.32
4495,"Rua B, 13",Bairro Novo,Apartamento,158.76,2,1,0,1995,462609.8
4084,"Rua B, 42",Vila,Casa,139.81,5,1,0,1972,549376.38
6091,"Rua B, 50",Vila,Sobrado,218.99,1,2,1,2011,494191.76
6261,"Rua A, 95",Bairro Novo,Apartamento,226.38,2,3,1,2004,729895.62
4071,"Rua A, 44",Centro,Apartamento,159.14,4,3,0,2009,457815.58
1407,"Rua B, 77",Vila,Sobrado,185.02,1,2,2,1988,689613.83
5869,"Rua C, 82",Bairro Novo,Sobrado,98.21,2,1,2,1957,860388.38
1017,"Rua B, 8",Vila,Casa,170.88,5,2,0,1956,708286.59
9313,"Rua C, 77",Vila,Apartamento,53.77,1,1,1,1992,711372.21
5957,"Rua B, 32",Bairro Novo,Apartamento,66.65,3,1,2,2006,588738.04
1542,"Rua C, 88",Bairro Novo,Apartamento,126.45,4,2,2,1999,476114.69
6666,"Rua A, 23",Bairro Novo,Sobrado,146.21,5,2,2,1978,754021.37
9773,"Rua A, 99",Bairro Novo,Sobrado,243.64,5,1,2,2001,667364.95
9513,"Rua A, 54",Bairro Novo,Apartamento,54.56,1,2,1,1989,800980.64
9346,"Rua C, 9",Centro,Apartamento,194.52,1,2,1,1996,461332.74
5682,"Rua B, 73",Bairro Novo,Casa,263.26,2,2,0,2013,993314.71
8820,"Rua B, 17",Vila,Sobrado,152.54,2,3,0,2000,979212.98
7726,"Rua A, 16",Centro,Sobrado,67.73,5,1,2,1991,467914.3
3128,"Rua C, 94",Bairro Novo,Sobrado,205.07,4,1,1,1962,759362.77
9505,"Rua B, 64",Vila,Casa,92.03,3,3,1,2007,717283.99
9190,"Rua C, 73",Centro,Casa,97.64,5,3,0,1979,820253.72
9780,"Rua B, 24",Centro,Sobrado,253.59,5,2,2,1964,293307.66
9811,"Rua C, 93",Centro,Casa,226.04,2,3,1,1991,611039.16
2300,"Rua C, 52",Vila,Sobrado,219.42,5,3,0,1961,839756.24
7270,"Rua A, 25",Bairro Novo,Casa,180.42,4,3,2,1976,419184.34
7939,"Rua A, 80",Bairro Novo,Sobrado,140.29,3,3,1,1952,730521.39
9714,"Rua A, 69",Bairro Novo,Casa,169.58,2,3,0,1968,639404.87
8222,"Rua C, 61",Bairro Novo,Sobrado,80.49,3,2,2,1956,760012.16
3134,"Rua C, 29",Vila,Apartamento,151.06,3,1,1,2002,933504.26
9920,"Rua A, 11",Bairro Novo,Sobrado,212.5,1,2,1,2009,558661.14
4880,"Rua C, 98",Centro,Apartamento,278.29,5,3,0,1988,575804.32
4623,"Rua B, 35",Vila,Apartamento,165.48,2,1,0,2003,415802.45
6880,"Rua B, 10",Centro,Casa,228.67,5,1,0,1963,424574.03
9967,"Rua B, 43",Bairro Novo,Casa,141.07,5,3,2,1968,367912.6
8049,"Rua B, 46",Centro,Casa,160.82,3,1,1,1969,981901.95
7314,"Rua C, 56",Centro,Casa,51.85,2,2,2,2012,644827.64
5123,"Rua B, 39",Vila,Apartamento,291.19,4,2,1,2018,952506.42
4335,"Rua B, 26",Centro,Apartamento,187.32,4,2,0,2015,249220.36
8763,"Rua C, 43",Bairro Novo,Sobrado,67.35,5,2,0,2000,227660.82
8872,"Rua B, 62",Centro,Sobrado,267.05,2,2,2,1950,379978.29
8601,"Rua B, 31",Centro,Sobrado,298.17,3,3,0,2010,912822.49
5811,"Rua A, 15",Centro,Apartamento,54.3,2,2,0,1984,997198.84
7263,"Rua B, 80",Vila,Sobrado,137.9,5,2,1,1992,955887.52
2076,"Rua C, 35",Centro,Casa,137.65,5,1,0,1962,965518.67
8751,"Rua C, 80",Centro,Sobrado,180.45,1,2,1,2018,782812.6
7333,"Rua B, 48",Bairro Novo,Sobrado,59.88,2,2,2,1953,504043.07
8563,"Rua B, 25",Centro,Casa,189.76,1,1,2,2009,507937.95
1327,"Rua B, 8",Bairro Novo,Apartamento,85.77,1,2,1,2017,932475.79
6857,"Rua A, 98",Centro,Casa,148.3,5,1,1,2003,182571.1
3525,"Rua A, 64",Centro,Sobrado,152.97,2,3,1,1981,160827.88
5983,"Rua C, 79",Bairro Novo,Casa,82.87,2,3,2,1987,386206.46
3968,"Rua C, 22",Vila,Casa,167.01,5,1,1,1991,573956.11
5804,"Rua B, 23",Centro,Casa,56.12,3,2,1,1982,865956.47
1148,"Rua A, 3",Centro,Casa,284.15,4,3,2,1962,111124.3
5899,"Rua C, 96",Bairro Novo,Casa,79.1,5,1,0,1983,955606.35
3906,"Rua B, 63",Centro,Casa,169.56,3,1,2,2002,261464.27
3328,"Rua C, 4",Vila,Casa,292.36,1,2,1,1977,798194.63
9942,"Rua C, 66",Vila,Apartamento,168.1,1,3,0,1998,742433.65
5116,"Rua B, 85",Vila,Casa,290.64,2,1,2,1972,116166.95
9192,"Rua A, 43",Centro,Apartamento,113.32,3,1,1,1981,142625.68
9514,"Rua B, 40",Vila,Apartamento,192.76,2,3,0,1982,315079.8
1743,"Rua A, 25",Vila,Sobrado,159.77,2,3,1,1998,765110.12
6159,"Rua C, 62",Vila,Casa,71.11,1,2,2,1964,821100.94
7029,"Rua B, 41",Bairro Novo,Casa,58.67,3,1,1,2008,322521.52
4395,"Rua B, 81",Centro,Sobrado,142.52,2,3,0,1980,563344.29
2111,"Rua A, 81",Vila,Sobrado,58.47,5,2,2,1953,693306.09
1490,"Rua C, 5",Vila,Apartamento,125.75,1,1,2,2016,616525.82
5486,"Rua A, 53",Bairro Novo,Sobrado,178.76,4,1,0,1963,697336.49
7500,"Rua B, 82",Bairro Novo,Sobrado,206.79,5,2,1,2020,244611.19
8379,"Rua A, 93",Centro,Apartamento,278.58,2,1,2,2007,453205.25
7953,"Rua B, 9",Bairro Novo,Sobrado,281.86,1,1,1,1983,128470.19
4953,"Rua A, 90",Centro,Casa,242.92,1,3,2,1964,630713.97
8297,"Rua C, 77",Vila,Casa,275.69,5,2,2,2000,780126.21
8479,"Rua B, 97",Bairro Novo,Apartamento,236.68,2,1,0,1972,100144.57
8645,"Rua A, 78",Bairro Novo,Sobrado,215.8,3,3,1,2018,709294.3
1317,"Rua A, 6",Vila,Sobrado,254.48,1,2,2,2019,687459.07
9670,"Rua B, 43",Bairro Novo,Sobrado,289.18,4,1,1,1950,189675.34
4958,"Rua B, 63",Vila,Sobrado,183.06,2,2,0,2010,660684.7
6138,"Rua B, 18",Vila,Apartamento,218.4,2,1,1,1998,322824.26
2049,"Rua A, 18",Centro,Apartamento,117.31,2,1,2,1976,533250.2
5320,"Rua C, 37",Bairro Novo,Casa,167.0,3,2,1,2005,484323.36
9290,"Rua C, 20",Centro,Apartamento,205.87,1,1,0,2001,324363.0
2193,"Rua B, 22",Vila,Apartamento,113.32,5,2,0,2017,191285.08
2185,"Rua A, 44",Bairro Novo,Sobrado,59.65,2,3,1,2012,439963.63
1176,"Rua C, 64",Centro,Casa,138.2,3,1,2,1985,122236.99
5345,"Rua C, 93",Vila,Apartamento,138.8,4,2,0,1994,333511.42
8801,"Rua C, 35",Bairro Novo,Sobrado,84.36,5,3,0,1989,126078.17
5719,"Rua C, 9",Bairro Novo,Apartamento,242.01,1,3,0,1962,795206.04
8703,"Rua C, 70",Centro,Apartamento,118.41,5,3,2,1974,507194.82
2146,"Rua C, 2",Bairro Novo,Apartamento,236.56,3,3,0,1975,535118.2
3864,"Rua B, 91",Vila,Apartamento,80.83,2,3,1,1992,293769.57
4627,"Rua C, 55",Vila,Sobrado,173.25,2,1,2,1970,537734.99
7594,"Rua C, 96",Vila,Sobrado,196.04,4,3,1,2018,566174.88
9474,"Rua A, 10",Centro,Apartamento,107.79,4,1,0,1966,143007.03
6029,"Rua B, 55",Vila,Sobrado,80.59,4,2,0,2019,434783.29
1940,"Rua C, 66",Centro,Sobrado,95.01,3,1,1,1966,539282.94
9283,"Rua B, 84",Centro,Sobrado,278.56,5,1,2,2019,231749.14
2135,"Rua C, 2",Centro,Sobrado,133.63,5,1,2,1959,624224.47
9198,"Rua A, 39",Bairro Novo,Sobrado,253.76,2,1,1,1953,696681.28
1241,"Rua B, 56",Centro,Casa,107.44,4,1,1,1959,329607.5
2759,"Rua B, 46",Vila,Casa,253.22,5,2,1,2011,585719.98
4587,"Rua C, 89",Centro,Apartamento,286.91,5,1,0,1964,759459.65
3745,"Rua A, 65",Bairro Novo,Sobrado,115.74,5,1,0,1974,467939.19
8682,"Rua C, 74",Bairro Novo,Sobrado,183.86,2,1,2,1988,212351.61
7151,"Rua A, 58",Bairro Novo,Sobrado,257.99,2,1,0,1962,871678.38
4951,"Rua B, 37",Centro,Casa,127.86,1,1,2,1958,683302.36
8282,"Rua C, 41",Bairro Novo,Apartamento,161.54,4,2,1,1974,124358.38
8230,"Rua A, 59",Centro,Casa,250.96,1,1,2,1973,112601.59
8526,"Rua C, 51",Centro,Casa,154.08,1,1,0,1957,294408.21
9988,"Rua B, 93",Vila,Apartamento,227.9,4,2,0,1971,244925.2
8687,"Rua C, 21",Centro,Apartamento,290.56,4,1,0,1971,849152.33
2925,"Rua C, 76",Bairro Novo,Apartamento,89.66,4,2,0,1953,514225.13
5537,"Rua C, 88",Vila,Casa,292.42,1,3,1,1975,340286.67
3949,"Rua B, 34",Centro,Apartamento,241.8,5,1,0,1989,562209.26
9124,"Rua B, 1",Centro,Apartamento,124.3,1,3,0,2017,906057.83
4748,"Rua C, 52",Vila,Apartamento,223.89,3,1,2,2005,309225.96
3641,"Rua B, 34",Vila,Apartamento,259.05,2,1,2,1976,269628.41
1008,"Rua C, 3",Bairro Novo,Apartamento,183.98,2,1,2,1970,440382.12
3706,"Rua B, 50",Centro,Casa,274.55,4,1,2,1962,905062.32
4597,"Rua C, 18",Bairro Novo,Casa,139.54,4,3,0,2010,135129.06
5503,"Rua B, 42",Bairro Novo,Sobrado,231.9,5,3,1,1975,142277.8
2176,"Rua C, 25",Centro,Casa,287.79,1,3,2,1962,848670.49
5687,"Rua C, 63",Bairro Novo,Sobrado,157.56,4,1,2,1981,677889.48
6723,"Rua B, 51",Bairro Novo,Sobrado,255.12,4,2,2,1971,322034.54
